"who","color","heading","xcor","ycor","shape","label","label-color","breed","hidden?","size","pen-size","pen-mode","effort","income","cy","num-workers","final-demands","utility-exponents","industry","production-inputs","product","ql","output","xe","z","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","c","ef","base-color","cq","ce","du","input-quantities","nature-quantities","labor-quantities","input-exponents","nature-exponents","labor-exponents","k","s","a","debug-a","debug-k","debug-c","debug-o","debug-s","debug-cdx-1","debug-cdx-2","debug-cdx-3","debug-price-1","debug-price-2","debug-price-3"
"96","45","155","15.366336633663366","7.360404365850878","""house""","""""","9.9","{breed ccs}","false","1.5","1","""up""","1","5000","7.360404365850878","10","[0 0 0 0 0]","[0.23205913343856888 0.1377509560689077 0.24414012546902802 0.14585172605725077]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"97","45","147","15.693069306930695","11.55016564497246","""house""","""""","9.9","{breed ccs}","false","1.5","1","""up""","1","5000","11.55016564497246","10","[0 0 0 0 0]","[0.15420826770220658 0.1377459073262608 0.18948212785715893 0.18464262265246217]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"98","45","194","16.019801980198018","13.269291222798206","""house""","""""","9.9","{breed ccs}","false","1.5","1","""up""","1","5000","13.269291222798206","10","[0 0 0 0 0]","[0.13808357619574002 0.1669389118614007 0.19554555384516636 0.20282357306993415]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"99","45","333","16.346534653465348","9.880635765106907","""house""","""""","9.9","{breed ccs}","false","1.5","1","""up""","1","5000","9.880635765106907","10","[0 0 0 0 0]","[0.1755252377063229 0.14334393540177356 0.2161648652405761 0.1485931334038525]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"100","65","159","11","4","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"0","[[3] [1] [1]]","1","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","65","10","1","2","0","0","[0]","[0.3890958281110604]","[0.2266003079961335]","[0.21511595104798242]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
"101","65","281","-4","4","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"0","[[1 2 3] [1] [1]]","1","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","65","10","1","2","0","0","[0]","[0.07540314861302111 0.10098780164832724 0.10718250832816038]","[0.17057223193493595]","[0.24925680571914088]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
"102","65","248","-9","4","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"0","[[1 2 4] [1] [1]]","1","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","65","10","1","2","0","0","[0]","[0.12529046776824268 0.07667892112011312 0.123917442552194]","[0.2299128210250087]","[0.21115401088103783]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
"103","65","207","-3","4","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"0","[[1 2 3 4] [1] [1]]","1","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","65","10","1","2","0","0","[0]","[0.07939357528910923 0.06320688239128516 0.0652644149388346 0.06858272916728367]","[0.17444479925901155]","[0.20845472658691622]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
"104","65","61","10","4","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"0","[[1 3 4] [1] [1]]","1","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","65","10","1","2","0","0","[0]","[0.10782393102616117 0.12475767081385757 0.12547226152360788]","[0.19296746682087804]","[0.17737364270717138]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
"105","65","175","13","4","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"0","[[1] [1] [1]]","1","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","65","10","1","2","0","0","[0]","[0.27319666825484445]","[0.21043068404806736]","[0.2458802510045211]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
"106","65","178","-1","4","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"0","[[1 2 3 4] [1] [1]]","1","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","65","10","1","2","0","0","[0]","[0.05189312957229979 0.052879175017032286 0.05028986998329723 0.06563405794471597]","[0.15556984157476578]","[0.17938624790950042]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
"107","65","289","13","4","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"0","[[1 2 3 4] [1] [1]]","1","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","65","10","1","2","0","0","[0]","[0.09911244769605929 0.09712724717626894 0.06696153320170134 0.08465435367935209]","[0.21621619812017778]","[0.2327977616516954]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
"108","65","214","9","4","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"0","[[2 3 4] [1] [1]]","1","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","65","10","1","2","0","0","[0]","[0.11868163885268548 0.10309697252424156 0.12109615965965462]","[0.19837269538781324]","[0.20899513049184718]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
"109","65","189","8","4","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"0","[[1 2 3 4] [1] [1]]","1","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","65","10","1","2","0","0","[0]","[0.06728396089778836 0.07978125468749553 0.07994926466899802 0.08078521456448248]","[0.15591772094049]","[0.22503171830322]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
"110","75","83","10","2","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"0","[[1 2] [1] [1]]","2","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","75","10","1","2","0","0","[0]","[0.18730943766373953 0.1700289432131638]","[0.1970497669613798]","[0.2327136009634174]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
"111","75","353","-9","2","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"0","[[1 4] [1] [1]]","2","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","75","10","1","2","0","0","[0]","[0.10398599325307778 0.11347931182789556]","[0.1693416396285948]","[0.18356638068581083]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
"112","75","94","11","2","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"0","[[1 2 3 4] [1] [1]]","2","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","75","10","1","2","0","0","[0]","[0.08227112911890869 0.09276790098948476 0.09655286371520534 0.07190464554878323]","[0.15527131899204297]","[0.20474938143633228]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
"113","75","251","-6","2","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"0","[[1 2 3 4] [1] [1]]","2","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","75","10","1","2","0","0","[0]","[0.07136063178539023 0.09705394605246723 0.09837585447317158 0.0516097801370993]","[0.1978580219892075]","[0.15813469104723293]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
"114","75","275","-8","2","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"0","[[3 4] [1] [1]]","2","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","75","10","1","2","0","0","[0]","[0.10055108259453181 0.12987068604232674]","[0.22491426232179423]","[0.2363316059496306]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
"115","75","162","8","2","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"0","[[1 4] [1] [1]]","2","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","75","10","1","2","0","0","[0]","[0.18610431475627645 0.1072464896073288]","[0.1828781126266516]","[0.2310569751029975]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
"116","75","285","16","2","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"0","[[1 2 4] [1] [1]]","2","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","75","10","1","2","0","0","[0]","[0.08346887170871417 0.11952371173099427 0.09552923342188947]","[0.18575111719030096]","[0.1830276936757514]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
"117","75","83","-8","2","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"0","[[2 4] [1] [1]]","2","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","75","10","1","2","0","0","[0]","[0.16730410478663418 0.14999323636678977]","[0.22770982349845573]","[0.16436070051726284]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
"118","75","314","2","2","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"0","[[1 2 4] [1] [1]]","2","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","75","10","1","2","0","0","[0]","[0.08356260306717556 0.10669926332040923 0.12097461193219776]","[0.1554113664365575]","[0.16305106697516294]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
"119","75","102","-9","2","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"0","[[1 2 3 4] [1] [1]]","2","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","75","10","1","2","0","0","[0]","[0.06382115199235819 0.09141449398505873 0.06217690526202792 0.052378478131626834]","[0.16411154568309247]","[0.15821985934316776]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
"120","85","202","-2","0","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"0","[[1 3 4] [1] [1]]","3","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","85","10","1","2","0","0","[0]","[0.13276534586558766 0.06983453022459322 0.0733358941841808]","[0.17257258651555185]","[0.18583397354415374]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
"121","85","293","-7","0","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"0","[[1 2] [1] [1]]","3","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","85","10","1","2","0","0","[0]","[0.1492361206618531 0.1066698788270622]","[0.20969934124595307]","[0.22964579466868312]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
"122","85","230","-1","0","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"0","[[1 3 4] [1] [1]]","3","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","85","10","1","2","0","0","[0]","[0.09190537243186232 0.07921295067056398 0.11646698907755582]","[0.1840379283797628]","[0.22953011656542577]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
"123","85","96","11","0","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"0","[[2] [1] [1]]","3","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","85","10","1","2","0","0","[0]","[0.3129735222958649]","[0.16714368566767518]","[0.19256653739288052]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
"124","85","52","2","0","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"0","[[2 3 4] [1] [1]]","3","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","85","10","1","2","0","0","[0]","[0.09273994140444393 0.08803764336937321 0.12103179558868452]","[0.2113525902072383]","[0.22600017558992203]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
"125","85","37","7","0","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"0","[[2 3] [1] [1]]","3","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","85","10","1","2","0","0","[0]","[0.1943091206299971 0.10581373904780812]","[0.2099987032635458]","[0.15706851956990805]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
"126","85","313","-11","0","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"0","[[1 4] [1] [1]]","3","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","85","10","1","2","0","0","[0]","[0.1043290933464984 0.14864407383644868]","[0.17394110471349558]","[0.24524737888341736]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
"127","85","172","-5","0","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"0","[[1 3] [1] [1]]","3","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","85","10","1","2","0","0","[0]","[0.10222715091267047 0.1821121895164202]","[0.16884684026691715]","[0.21857569063792287]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
"128","85","135","-11","0","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"0","[[1 2 3 4] [1] [1]]","3","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","85","10","1","2","0","0","[0]","[0.06651958714918794 0.09217470599830853 0.07142212368611077 0.09323430715742759]","[0.21570654279029294]","[0.20810356561190252]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
"129","85","225","13","0","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"0","[[4] [1] [1]]","3","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","85","10","1","2","0","0","[0]","[0.37909919062678715]","[0.18809572184361179]","[0.19716946757565815]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
"130","95","311","3","-2","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"0","[[1] [1] [1]]","4","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","95","10","1","2","0","0","[0]","[0.3973145573818565]","[0.24482991786049252]","[0.21450856328186702]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
"131","95","179","-10","-2","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"0","[[1] [1] [1]]","4","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","95","10","1","2","0","0","[0]","[0.26605372423208856]","[0.16006517540648962]","[0.21451294191455283]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
"132","95","37","-9","-2","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"0","[[1 2 3 4] [1] [1]]","4","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","95","10","1","2","0","0","[0]","[0.05372870371571462 0.06851528501793366 0.05617094334712889 0.08172593599123326]","[0.19139198402749266]","[0.249091563876344]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
"133","95","34","-7","-2","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"0","[[2] [1] [1]]","4","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","95","10","1","2","0","0","[0]","[0.39538323194638514]","[0.20235553008533874]","[0.24519351630548566]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
"134","95","163","-1","-2","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"0","[[3] [1] [1]]","4","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","95","10","1","2","0","0","[0]","[0.3075026046392981]","[0.16631765567557205]","[0.21380776026495518]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
"135","95","23","-6","-2","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"0","[[4] [1] [1]]","4","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","95","10","1","2","0","0","[0]","[0.38170170005820214]","[0.2089314990311678]","[0.19890478154898317]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
"136","95","105","-7","-2","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"0","[[1 3] [1] [1]]","4","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","95","10","1","2","0","0","[0]","[0.13869892326345937 0.14928808660299686]","[0.17544381023835137]","[0.23849665152209115]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
"137","95","156","8","-2","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"0","[[2 3 4] [1] [1]]","4","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","95","10","1","2","0","0","[0]","[0.11475355630668356 0.09602313888659827 0.07511571440846644]","[0.20898236478862292]","[0.1536068308865367]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
"138","95","109","7","-2","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"0","[[1 3 4] [1] [1]]","4","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","95","10","1","2","0","0","[0]","[0.07782945701144639 0.08420926823139195 0.07144068480345021]","[0.24786728078684217]","[0.17363841035593072]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
"139","95","186","2","-2","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"0","[[1 3] [1] [1]]","4","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","95","10","1","2","0","0","[0]","[0.11181926306680684 0.18369977872034374]","[0.2244135926506008]","[0.20905205494539714]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
"140","15","291","-14","-6","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"1","[[4] [1] [1]]","1","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","15","10","1","2","0","0","[0]","[0.3865996564052895]","[0.18091259092038275]","[0.2177620138061721]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
"141","15","165","-8","-6","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"1","[[1 2 3] [1] [1]]","1","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","15","10","1","2","0","0","[0]","[0.11945473641638535 0.11305094764954991 0.11852323143909285]","[0.19064828626070354]","[0.2147770638041871]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
"142","15","329","-3","-6","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"1","[[2 4] [1] [1]]","1","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","15","10","1","2","0","0","[0]","[0.1629882792963908 0.12675947756171468]","[0.15756229778545078]","[0.18140965022242558]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
"143","15","319","0","-6","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"1","[[1 2 3 4] [1] [1]]","1","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","15","10","1","2","0","0","[0]","[0.092488445660206 0.08335593948164524 0.06721695994932515 0.0575687781565923]","[0.21353709681057295]","[0.2347788036658724]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
"144","15","165","-1","-6","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"1","[[1 4] [1] [1]]","1","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","15","10","1","2","0","0","[0]","[0.18485473007995187 0.1525271772969102]","[0.15967740166234873]","[0.1646324783302709]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
"145","15","114","-1","-6","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"1","[[1] [1] [1]]","1","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","15","10","1","2","0","0","[0]","[0.2833447916285763]","[0.2438481886597761]","[0.18430281064148493]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
"146","15","29","-12","-6","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"1","[[1] [1] [1]]","1","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","15","10","1","2","0","0","[0]","[0.292315942335928]","[0.20609487509264926]","[0.22803635166579594]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
"147","15","330","-2","-6","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"1","[[2 4] [1] [1]]","1","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","15","10","1","2","0","0","[0]","[0.16741719000779517 0.1228417742930631]","[0.19361916618201025]","[0.20110457844068746]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
"148","15","280","-13","-6","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"1","[[1 2 3 4] [1] [1]]","1","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","15","10","1","2","0","0","[0]","[0.08437599240212901 0.07868229556158679 0.08121185655862985 0.06046920496046832]","[0.16563370490778484]","[0.15277214425546168]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
"149","15","214","3","-6","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"1","[[2 3 4] [1] [1]]","1","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","15","10","1","2","0","0","[0]","[0.12487817198906864 0.12358619504158155 0.11975438960698681]","[0.20047333374503398]","[0.2320746914680256]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
"150","25","214","4","-8","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"1","[[1 2 3 4] [1] [1]]","2","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","25","10","1","2","0","0","[0]","[0.09370629643041022 0.09755678081812845 0.09062536533901794 0.06419009155690705]","[0.20278467939351763]","[0.18394167206115514]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
"151","25","244","14","-8","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"1","[[1] [1] [1]]","2","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","25","10","1","2","0","0","[0]","[0.3030587306309921]","[0.1783743539434983]","[0.19184122047820312]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
"152","25","176","6","-8","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"1","[[2 3 4] [1] [1]]","2","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","25","10","1","2","0","0","[0]","[0.08604920593951006 0.13209268496429594 0.09487293140478205]","[0.22000607736988162]","[0.2367987745871949]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
"153","25","313","6","-8","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"1","[[3] [1] [1]]","2","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","25","10","1","2","0","0","[0]","[0.3898753771836424]","[0.18369726842211587]","[0.2008410210815898]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
"154","25","306","-3","-8","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"1","[[2] [1] [1]]","2","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","25","10","1","2","0","0","[0]","[0.3843736603178014]","[0.17789908863578965]","[0.21088311811665222]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
"155","25","212","11","-8","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"1","[[2 3 4] [1] [1]]","2","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","25","10","1","2","0","0","[0]","[0.09390171412089961 0.1287407042938616 0.12180558039826944]","[0.21597594422730515]","[0.17595569650070608]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
"156","25","81","-8","-8","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"1","[[4] [1] [1]]","2","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","25","10","1","2","0","0","[0]","[0.3825759637348066]","[0.1924982455864074]","[0.22621888055807876]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
"157","25","130","-6","-8","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"1","[[1 2 4] [1] [1]]","2","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","25","10","1","2","0","0","[0]","[0.13009762552647408 0.08750156603422357 0.11670160001956448]","[0.20183541610387726]","[0.1579229804923845]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
"158","25","324","4","-8","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"1","[[1 3 4] [1] [1]]","2","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","25","10","1","2","0","0","[0]","[0.13318678331202127 0.10331935389809678 0.1164921373827591]","[0.22360564540923583]","[0.17999058417851838]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
"159","25","145","-16","-8","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"1","[[2 3 4] [1] [1]]","2","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","25","10","1","2","0","0","[0]","[0.0763643738747294 0.10064088653373346 0.08646313865039688]","[0.23596509525342535]","[0.2171598386969183]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
"160","35","182","12","-10","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"1","[[2 3] [1] [1]]","3","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","35","10","1","2","0","0","[0]","[0.15150207588574804 0.10644064012416882]","[0.19565585086320214]","[0.17893863034490345]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
"161","35","102","3","-10","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"1","[[1] [1] [1]]","3","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","35","10","1","2","0","0","[0]","[0.25992544728994993]","[0.20373457252769397]","[0.18400030437927878]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
"162","35","165","12","-10","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"1","[[3] [1] [1]]","3","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","35","10","1","2","0","0","[0]","[0.37138592830599954]","[0.1920504187490569]","[0.16780646711075098]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
"163","35","118","-9","-10","""factory""","""""","9.9","{breed wcs}","false","1","1","""up""","0.5",,,,,,"1","[[2 3 4] [1] [1]]","3","0","0","0.05","0","0","0","0","0","0","0","0","0","0","0","0","0","0.05","0","35","10","1","2","0","0","[0]","[0.10181783046107643 0.10832141986647972 0.12366944768473567]","[0.17821394464980606]","[0.23837555112762107]","2","1","10","0","0","0","0","0","0","0","0","0","0","0"
